"3034","","A geography of Brazilian development (Bell's advanced economic geographies)","Janet D Henshall","","","","","0.0","0","2022/03/21"
"3035","","Agricultural Geography","Leslie Symons","1978","","","","0.0","0","2022/03/21"
"3036","","The World Trade System: Some Enquiries Into Its Spatial Structure","Ronald John Johnston","","","","","0.0","0","2022/03/21"
"3037","","Advanced Economics","Edmund Seddon","","","","","0.0","0","2022/03/21"
"3038","","R. O. Buchanan and Economic Geography","R.O. Buchanan","1973","","","","0.0","0","2022/03/21"
"3039","","On Classical Economics","Thomas Sowell","","Economics","History","Nonfiction","3.8","113","2022/03/21"
"3040","","Black Rednecks and White Liberals","Thomas Sowell","2005","Politics","Nonfiction","History","4.39","6321","2022/03/21"
"3041","","Applied Economics: Thinking Beyond Stage One","Thomas Sowell","2003","Economics","Nonfiction","Politics","4.17","2074","2022/03/21"
"3042","","Knowledge And Decisions","Thomas Sowell","1979","Economics","Politics","Nonfiction","4.4","1020","2022/03/21"
"3043","","Is Reality Optional?: And Other Essays","Thomas Sowell","1993","Politics","Economics","Writing","4.5","114","2022/03/21"
"3044","","The Vision of the Anointed: Self-Congratulation as a Basis for Social Policy","Thomas Sowell","1995","Politics","Economics","Nonfiction","4.38","2354","2022/03/21"
"3045","","Barbarians inside the Gates and Other Controversial Essays","Thomas Sowell","","Politics","Economics","Writing","4.29","178","2022/03/21"
"3046","","Ever Wonder Why? and Other Controversial Essays","Thomas Sowell","2006","Politics","Economics","Nonfiction","4.34","323","2022/03/21"
"3047","","A Conflict of Visions: Ideological Origins of Political Struggles","Thomas Sowell","1986","Politics","Philosophy","Nonfiction","4.33","3310","2022/03/21"
"3048","","Sir Gawain and the Green Knight/Pearl/Sir Orfeo","Unknown","1400","Fantasy","Classics","Poetry","3.97","11195","2022/03/21"
"3049","","Sir Gawain and the Green Knight","Unknown","1397","Classics","Poetry","Fantasy","3.74","60637","2022/03/21"
"3050","","Sir Gawain and the Green Knight","Unknown","1397","Classics","Poetry","Fantasy","3.74","60637","2022/03/21"
"3051","","Sir Gawain and the Green Knight","Selina Shirley Hastings","","Childrens","Picture Books","Childrens","3.94","89","2022/03/21"
"3052","","Sir Gawain and the Green Knight (Myths & Legends Audio)","Unknown","1397","Classics","Poetry","Fantasy","3.74","60637","2022/03/21"
"3053","","Alcoholics Anonymous","Alcoholics Anonymous","1939","Self Help","Nonfiction","Psychology","4.47","9425","2022/03/21"
"3054","","Anonymous Lawyer","Jeremy Blachman","","Fiction","Law","Humor","3.65","1168","2022/03/21"
"3055","","Alcoholics Anonymous","Alcoholics Anonymous","1939","Self Help","Nonfiction","Psychology","4.47","9425","2022/03/21"
"3056","","The Twelve Steps & Twelve Traditions of Overeaters Anonymous","Overeaters Anonymous","1990","Self Help","Nonfiction","Psychology","4.39","445","2022/03/21"
"3057","","Twelve Steps for Overeaters: An Interpretation of the Twelve Steps of Overeaters Anonymous","Elisabeth L.","","Self Help","","","3.79","38","2022/03/21"
"3058","","Alcoholics Anonymous","Alcoholics Anonymous","1939","Self Help","Nonfiction","Psychology","4.47","9425","2022/03/21"
"3059","","Twelve Steps and Twelve Traditions","Alcoholics Anonymous","1952","Self Help","Nonfiction","Psychology","4.5","5623","2022/03/21"
"3060","","Staying Clean: Living Without Drugs","Anonymous","1987","","","","4.38","8","2022/03/21"
"3061","","The Natural Way to Draw","Kimon Nicolaides","1941","Art","Art","Drawing","3.95","49187","2022/03/21"
"3062","","Prescription for Natural Cures","James F. Balch","1997","Health","Nonfiction","Reference","4.29","339","2022/03/21"
"3063","","Dr. Pitcairn's Complete Guide to Natural Health for Dogs & Cats","Richard H. Pitcairn","1982","Animals","Dogs","Nonfiction","4.18","903","2022/03/21"
"3064","","Natural Hormone Replacement: The Safe and Natural Menopause Treaatment Alternative...","Jonathan V. Wright","","Health","","","4.1","20","2022/03/21"
"3065","","Natural Health, Natural Medicine","Andrew Weil","1990","Health","Nonfiction","Self Help","4.11","703","2022/03/21"
"3066","","The Fixer","Bernard Malamud","1966","Fiction","Historical","Historical Fiction","3.97","10449","2022/03/21"
"3067","","The Complete Stories","Bernard Malamud","1997","Short Stories","Fiction","Literature","4.22","809","2022/03/21"
"3068","","The Assistant","Bernard Malamud","1957","Fiction","Classics","Literature","3.9","9997","2022/03/21"
"3069","","God's Grace","Bernard Malamud","1982","Fiction","Literature","Fantasy","3.62","461","2022/03/21"
"3070","","Conversations with Bernard Malamud (Literary Conversations)","Lawrence M. Lasher","1991","","","","3.75","4","2022/03/21"
"3071","","Dubin's Lives","Bernard Malamud","1977","Fiction","Novels","Literary Fiction","3.71","415","2022/03/21"
"3072","","The Tenants","Bernard Malamud","1971","Fiction","Literature","Jewish","3.64","935","2022/03/21"
"3073","","The Enchanted April","Elizabeth von Arnim","1922","Classics","Fiction","Cultural","3.92","21137","2022/03/21"
"3074","","The Enchanted April","Elizabeth von Arnim","1922","Classics","Fiction","Cultural","3.92","21137","2022/03/21"
"3075","","Enchanted April: Acting Edition","Matthew Barber","","Plays","Plays","Theatre","3.62","91","2022/03/21"
"3076","","The Enchanted April (1922)","Elizabeth von Arnim","1922","Classics","Fiction","Cultural","3.92","21137","2022/03/21"
"3077","","The Enchanted April","Elizabeth von Arnim","1922","Classics","Fiction","Cultural","3.92","21137","2022/03/21"
"3078","","The Enchanted April","Elizabeth von Arnim","1922","Classics","Fiction","Cultural","3.92","21137","2022/03/21"
"3079","","The Enchanted April","Elizabeth von Arnim","1922","Classics","Fiction","Cultural","3.92","21137","2022/03/21"
"3080","Elizabeth","Elizabeth and Her German Garden","Elizabeth von Arnim","1898","Classics","Fiction","Horticulture","3.75","3494","2022/03/21"
"3081","","Das Kaiserreich in Zeitromanen Von Hedwig Dohm Und Elizabeth Von Arnim","Katrin Komm","","","","","0.0","0","2022/03/21"
"3082","","Elizabeth Von Arnim: Eine Biographie","Karen Usborne","1987","","","","3.6","5","2022/03/21"
"3083","Elizabeth","Elizabeth and her German Garden","Elizabeth von Arnim","1898","Classics","Fiction","Horticulture","3.75","3494","2022/03/21"
"3084","Elizabeth","April, May und June","Elizabeth von Arnim","1899","Classics","Fiction","Horticulture","3.86","801","2022/03/21"
"3085","Elizabeth","The Solitary Summer","Elizabeth von Arnim","1899","Classics","Fiction","Horticulture","3.86","801","2022/03/21"
"3086","Elizabeth","Elizabeth and Her German Garden","Elizabeth von Arnim","1898","Classics","Fiction","Horticulture","3.75","3494","2022/03/21"
"3087","","A Room with a View","E.M. Forster","1908","Classics","Fiction","Romance","3.91","164423","2022/03/21"
"3088","","A Room with a View / Howards End","E.M. Forster","1908","Classics","Fiction","Historical","4.11","2886","2022/03/21"
"3089","","A Room With A View (Classic Mp3 Audiobooks)","E.M. Forster","1908","Classics","Fiction","Romance","3.91","164423","2022/03/21"
"3090","","","","","","","","","","2022/03/21"
"3091","","","","","","","","","","2022/03/21"
"3092","","Una habitación con vistas","E.M. Forster","1908","Classics","Fiction","Romance","3.91","164423","2022/03/21"
"3093","","Glacier's Historic Hotels & Chalets: View with a Room","Ray Djuff","2001","","","","3.8","10","2022/03/21"
"3094","","Rooms with a View: Two Decades of Outstanding American Interior Design from Kips Bay Decorator Show Houses","Chris Casson Madden","1992","","","","5.0","1","2022/03/21"
"3095","","Rooms with a View: Two Decades of Outstanding American Interior Design from the Kips Bay...","Chris Casson Madden","1992","","","","5.0","1","2022/03/21"
"3096","","Rooms with a View","Herbert H. Wise","","","","","0.0","0","2022/03/21"
"3097","","The Art of Fannie Hillsmith: A Room with a View; A Room of One's Own: Black Mountain College Dossier 2 (Black Mountain College Dossiers)","James  Thompson","","","","","4.0","1","2022/03/21"
"3098","","Rooms with a View: The Stages of Community in the Modern Theater","Richard Lewis Barr","","","","","5.0","1","2022/03/21"
"3099","","Great Novels and Short Stories of E. M. Forster","E.M. Forster","","Classics","Fiction","Short Stories","4.3","90","2022/03/21"
"3100","","E.M. Forster: Critical Guidebook","Lionel Trilling","1943","Writing","Essays","Nonfiction","3.58","48","2022/03/21"
"3101","","The Longest Journey","E.M. Forster","1907","Classics","Fiction","Literature","3.46","2265","2022/03/21"
"3102","","Howards End","E.M. Forster","1910","Classics","Fiction","Historical","3.95","83346","2022/03/21"
"3103","","Maurice","E.M. Forster","1971","Classics","LGBT","Fiction","4.06","34871","2022/03/21"
"3104","","E.M. Forster: A Life","P.N. Furbank","1977","Biography","Nonfiction","Biography Memoir","4.14","159","2022/03/21"
"3105","","Howards End","E.M. Forster","1910","Classics","Fiction","Historical","3.95","83346","2022/03/21"
"3106","","""The Pleasure Dome"": Amerikansk Experimentfilm 1939 1979:  [Moderna Museet, Stockholm], 16 Februari  4 April 1980","Anthology Film Archives","","","","","3.0","1","2022/03/21"
"3107","","The Sixteen Pleasures","Robert Hellenga","1994","Fiction","Historical","Historical Fiction","3.59","3083","2022/03/21"
"3108","","Sixteen Pleasures: Forbidden Erotics of the Italian Renaissance","Pietro Aretino","1524","Poetry","Cultural","Italy","3.73","62","2022/03/21"
"3109","","The Omnivore's Dilemma: A Natural History of Four Meals","Michael Pollan","","Nonfiction","Food and Drink","Food","4.17","195270","2022/03/21"
"3110","","Assassination Vacation","Sarah Vowell","2005","Nonfiction","History","Humor","3.92","46618","2022/03/21"
"3111","","Phil Gordon's Little Blue Book: More Lessons and Hand Analysis in No Limit Texas Hold'em","Phil Gordon","2006","Nonfiction","Sports and Games","Games","3.83","302","2022/03/21"
"3112","","Phil Gordon's Little Green Book: Lessons and Teachings in No Limit Texas Hold'em","Phil Gordon","1980","Nonfiction","Sports and Games","Games","3.88","1175","2022/03/21"
"3113","","Revolutionary Characters: What Made the Founders Different","Gordon S. Wood","2006","History","Nonfiction","North American Hi...","3.97","3776","2022/03/21"
"3114","","Phil Gordon's Poker Box Set: Phil Gordon's Little Black Book, Phil Gordon's Little Green Book, Phil Gordon's Little Blue Book","Phil Gordon","","","","","4.05","40","2022/03/21"
"3115","","The Stories of Mary Gordon","Mary Gordon","","Short Stories","Fiction","","3.9","153","2022/03/21"
"3116","","Gordon Ramsay Makes It Easy","Gordon Ramsay","2005","Food and Drink","Cookbooks","Food and Drink","4.01","506","2022/03/21"
"3117","Kidnapped","The Rescue","Gordon Korman","","Adventure","Mystery","Childrens","4.12","2059","2022/03/21"
"3118","","Wilfrid Gordon McDonald Partridge","Mem Fox","1984","Childrens","Picture Books","Childrens","4.42","8658","2022/03/21"
"3119","On The Run","Hunting the Hunter","Gordon Korman","","Adventure","Childrens","Middle Grade","4.22","2142","2022/03/21"
"3120","On The Run","Public Enemies","Gordon Korman","","Adventure","Childrens","Middle Grade","4.19","2224","2022/03/21"
"3121","","Between Friends","Candace Spencer","","Category Romance","Harlequin","","3.16","19","2022/03/21"
"3122","","Listen for It: A Task-Based Listening Course Student Book","Jack C. Richards","1987","","","","4.6","5","2022/03/21"
"3123","","Deborah Butterfield","Robert Gordon","","Art","","","4.55","11","2022/03/21"
"3124","Runaway","Runaway Time","Deborah Gordon","1995","Science Fiction","Time Travel","","3.89","18","2022/03/21"
"3125","","Getting Pregnant the Natural Way: The 6-Step Natural Fertility Program Integrating Nutrition, Herbal Therapy, Movement Therapy, Massage, and Mind-Body Techniques","D.S. Feingold","2000","","","","4.5","6","2022/03/21"
"3126","Tactics for Listening","Developing Tactics for Listening Teacher's Book","Sue Brioux Aldcorn","1997","","","","4.51","37","2022/03/21"
"3127","","Breast Health the Natural Way","Deborah R. Mitchell","2001","","","","0.0","0","2022/03/21"
"3128","Tactics for Listening","Expanding Tactics for Listening Teacher's Book","Lisa A. Hutchins","","","","","4.5","14","2022/03/21"
"3129","","","","","","","","","","2022/03/21"
"3130","Runaway","Runaway Bride","Deborah Gordon","1994","Romance","Historical Romance","Romance","4.25","8","2022/03/21"
"3131","","Desert Fire","Deborah Gordon","1980","","","","0.0","0","2022/03/21"
"3132","","Beating the Odds","Deborah Gordon","1992","Romance","Contemporary","","3.6","5","2022/03/21"
"3133","","Springboard 1","Deborah Gordon","1997","","","","0.0","0","2022/03/21"
"3134","","Perimenopause the Natural Way","Deborah Gordon","2000","","","","0.0","0","2022/03/21"
"3135","","Reasonable Doubts","Deborah Gordon","1984","","","","0.0","0","2022/03/21"
"3136","","Between Friends","Candace Spencer","1980","Category Romance","Harlequin","","3.16","19","2022/03/21"
"3137","","Sweet dreams: Heirloom quilts for babies","Deborah Gordon","1995","","","","0.0","0","2022/03/21"
"3138","","Steering a New Course: Transportation, Energy, and the Environment","Deborah Gordon","","","","","0.0","0","2022/03/21"
"3139","","Ants at Work: How an Insect Society is Organized","Deborah M. Gordon","1999","Science","Nonfiction","Science","3.77","188","2022/03/21"
"3140","Bosnian Trilogy","The Bridge on the Drina","Ivo Andrić","1945","Fiction","Historical","Historical Fiction","4.34","17203","2022/03/21"
"3141","","","","","","","","","","2022/03/21"
"3142","Bosnian Trilogy","The Bridge over the Drina","Ivo Andrić","1945","Fiction","Historical","Historical Fiction","4.34","17203","2022/03/21"
"3143","Drina","Drina Dances in Exile","Jean Estoril","1959","Childrens","Fiction","Young Adult","4.14","328","2022/03/21"
"3144","Drina","Drina Dances in Paris","Jean Estoril","1962","Childrens","Young Adult","Fiction","4.16","180","2022/03/21"
"3145","Drina","Drina Ballerina","Jean Estoril","1991","Childrens","European Literature","British Literature","4.15","162","2022/03/21"
"3146","Drina","Drina Dances in Italy","Jean Estoril","1959","Childrens","Young Adult","Fiction","4.1","276","2022/03/21"
"3147","Bosnian Trilogy","Le Pont sur la Drina","Ivo Andrić","1945","Fiction","Historical","Historical Fiction","4.34","17203","2022/03/21"
"3148","Drina","Drina Dances in Exile","Jean Estoril","1959","Childrens","Fiction","Young Adult","4.14","328","2022/03/21"
"3149","Drina","Drina's Dancing Year","Jean Estoril","1958","Childrens","Fiction","Young Adult","4.08","341","2022/03/21"
"3150","Drina","Drina Dances Again","Jean Estoril","1960","Childrens","Young Adult","Childrens","4.11","275","2022/03/21"
"3151","Drina","Drina Dances in New York","Jean Estoril","1960","Childrens","Fiction","Young Adult","4.19","183","2022/03/21"
"3152","Drina","Drina Dances in Italy","Jean Estoril","1959","Childrens","Young Adult","Fiction","4.1","276","2022/03/21"
"3153","Drina","Cindy macht ihren Weg","Jean Estoril","1959","Childrens","Young Adult","Fiction","4.1","276","2022/03/21"
"3154","Drina","Cindy träumt vom Tanzen","Jean Estoril","1957","Childrens","Fiction","Young Adult","4.07","857","2022/03/21"
"3155","Drina","Drina Goes on Tour","Jean Estoril","1964","Childrens","Young Adult","Fiction","4.3","138","2022/03/21"
"3156","Drina","Drina Dances in Madeira","Jean Estoril","1960","Childrens","Young Adult","Fiction","4.09","161","2022/03/21"
"3157","","Love, Knowledge, And Discourse In Plato: Dialogue And Dialectic In Phaedrus, Republic, Parmenides","Herman L. Sinaiko","","","","","5.0","1","2022/03/21"
"3158","","Tallyho - The Hunt for Virtue: Beauty, Truth and Goodness: Nine Dialogues by Plato: Phaedrus, Lysis, Protagoras, Charmides, Parmenides, Gorgias, Thea","Plato","","","","","5.0","3","2022/03/21"
"3159","","Phaedrus 141","Kevin Olds","","","","","0.0","0","2022/03/21"
"3160","","Phaedrus","Plato","-370","Philosophy","Classics","Nonfiction","3.95","8261","2022/03/21"
"3161","","Children's Authors and Illustrators: A Guide to Manuscript Collections in United States Research Libraries","James Howard Fraser","","","","","0.0","0","2022/03/21"
"3162","","Selected Writings from Protagoras/Republic/Phaedrus/Gorgias","Plato","2004","Philosophy","","","4.4","10","2022/03/21"
"3163","","The Poetical Works of Christopher Smart: Volume VI: A Poetical Translation of the Fables of Phaedrus","Christopher Smart","1996","","","","3.5","2","2022/03/21"
"3164","","","","","","","","","","2022/03/21"
"3165","","","","","","","","","","2022/03/21"
"3166","","Phaedrus","Plato","-370","Philosophy","Classics","Nonfiction","3.95","8261","2022/03/21"
"3167","","Phaedrus/Apology/Crito/Symposium","Plato","1980","Philosophy","","","3.19","16","2022/03/21"
"3168","","Tragedy And The Philosophical Life: A Response To Martha Nussbaum","Martha C. Beck","","","","","5.0","1","2022/03/21"
"3169","","Aesop's Human Zoo: Roman Stories about Our Bodies","Phaedrus","","","","","3.83","6","2022/03/21"
"3170","","Fabeln. Text/ Kommentar. (Lernmaterialien)","Phaedrus","50","Classics","Short Stories","Fiction","3.55","247","2022/03/21"
"3171","","Fabeln.","Phaedrus","50","Classics","Short Stories","Fiction","3.55","247","2022/03/21"
"3172","","Der Wolf Und Das Lamm: Fabeln:  Lateinisch Und Deutsch","Phaedrus","","","","","5.0","1","2022/03/21"
"3173","","""Stark Schwach"" Fabeln","Phaedrus","1996","","","","0.0","0","2022/03/21"
"3174","","Fabelbuch / Liber Fabularum.","Phaedrus","50","Classics","Short Stories","Fiction","3.55","247","2022/03/21"
"3175","","Phaedrus","Plato","-370","Philosophy","Classics","Nonfiction","3.95","8261","2022/03/21"
"3176","","","","","","","","","","2022/03/21"
"3177","","","","","","","","","","2022/03/21"
"3178","","The Phaedrus Of Plato","Plato","-370","Philosophy","Classics","Nonfiction","3.95","8261","2022/03/21"
"3179","","","","","","","","","","2022/03/21"
"3180","","","","","","","","","","2022/03/21"
"3181","","Symposium/Phaedrus","Plato","-370","Philosophy","Classics","Nonfiction","3.99","952","2022/03/21"
"3182","","","","","","","","","","2022/03/21"
"3183","","","","","","","","","","2022/03/21"
"3184","","","","","","","","","","2022/03/21"
"3185","","Phaedrus/Menexenus/Lysis/Hippias Maior/Hippias Minor/Io","Plato","","","","","0.0","0","2022/03/21"
"3186","","","","","","","","","","2022/03/21"
"3187","","Phaedrus: International Annual of Children's Literature Research, 1980","Unknown","1981","","","","2.0","1","2022/03/21"
"3188","","","","","","","","","","2022/03/21"
"3189","","","","","","","","","","2022/03/21"
"3190","","","","","","","","","","2022/03/21"
"3191","","Plato Phaedrus","Robert J. Rowe","1986","Classics","","","4.0","11","2022/03/21"
"3192","","","","","","","","","","2022/03/21"
"3193","","Eros Bij Plato: Naar Zijn Symposium En Phaedrus","Simon Jan Ridderbos","","","","","0.0","0","2022/03/21"
"3194","","Fedro y Fabulas Latinas de Todos Los Tiempos","Phaedrus","50","Classics","Short Stories","Fiction","3.55","247","2022/03/21"
"3195","","Fabulas","Phaedrus","50","Classics","Short Stories","Fiction","3.55","247","2022/03/21"
"3196","","Unterhaltung Und Weisheit","Phaedrus","","","","","0.0","0","2022/03/21"
"3197","","The Fables of Phaedrus","Phaedrus","50","Classics","Short Stories","Fiction","3.55","247","2022/03/21"
"3198","","""Fabulae Novae"" Di Fedro","Phaedrus","50","Classics","Short Stories","Fiction","3.55","247","2022/03/21"
"3199","","Gorgias","Plato","-380","Philosophy","Classics","Nonfiction","3.96","11039","2022/03/21"
"3200","","Nineveh and Its Remains, Volume 1","Austen Henry Layard","","","","","5.0","1","2022/03/21"
"3201","","The Unity of Plato's 'Gorgias': Rhetoric, Justice, and the Philosophic Life","Devin Stauffer","2006","","","","4.5","4","2022/03/21"
"3202","","Short History of Syriac Literature","William   Wright","2001","","","","3.0","5","2022/03/21"
"3203","","The Earliest Life of Christ Ever Complied from the Four Gospels: Being the Diatessaron of Tatian (Gorgias Reprint)","Tatian the Assyrian","","","","","0.0","0","2022/03/21"
"3204","","Gorgias","Plato","-380","Philosophy","Classics","Nonfiction","3.96","11039","2022/03/21"
"3205","","Protagoras/Philebus/Gorgias","Plato","","Philosophy","","","4.05","21","2022/03/21"
"3206","","Teacher of Holiness: The Holy Spirit in Origen's Commentary on the Epistle to the Romans","Maureen Beyer Moser","","","","","0.0","0","2022/03/21"
"3207","","The Dialogues of Plato, Volume 1: Euthyphro, Apology, Crito, Meno, Gorgias, Menexenus","Plato","-385","Philosophy","Nonfiction","Classics","4.14","127","2022/03/21"
"3208","","The Syriac Church and Fathers","De Lacy O'Leary","2002","","","","3.67","3","2022/03/21"
"3209","","Platon: Sämtliche Werke - Band 1","Plato","","Philosophy","Nonfiction","","4.0","10","2022/03/21"
"3210","","Midrash and Legend: Historical Anecdotes in the Tannaitic Midrashim","Joshua L. Moss","2003","","","","4.0","1","2022/03/21"
"3211","","Ion/Timeo/Gorgias/Critias","Plato","1985","","","","4.0","1","2022/03/21"
"3212","","The Gorgias of Plato","Plato","-380","Philosophy","Classics","Nonfiction","3.96","11039","2022/03/21"
"3213","","Sämtliche Werke in 10 Bänden","Plato","","","","","0.0","0","2022/03/21"
"3214","","Protágoras / Gorgias / Carta séptima","Plato","1998","","","","4.2","10","2022/03/21"
"3215","","The Phoenician Solar Theology: An Investigation Into the Phoenician Opinion of the Sun Found in Julian's Hymn to King Helios","Joseph Azize","2005","","","","3.0","1","2022/03/21"
"3216","","Eros and Ritual in Ancient Literature: Singing of Atalanta, Daphnis and Orpheus","Evangelia Anagnostou-Laoutides","2005","","","","0.0","0","2022/03/21"
"3217","","Protagorias ou les sophistes Gorgias ou sur la rhétorique","Hornbuckle","1980","","","","0.0","0","2022/03/21"
"3218","","Protagoras/Euthydème/Gorgias/Ménexène/Ménon/Cratyle","Plato","","Philosophy","","","3.79","24","2022/03/21"
"3219","","L'oraison Funèbre De Gorgias","Carl Wilhelm Vollgraff","","","","","0.0","0","2022/03/21"
"3220","","Sokrates: Die Apologie Des Sokrates Sowie Texte Aus Xenophon: Memorabilien ; Platon: Laches, Menon, Gorgias, Symposion ; Aristophanes Seeger: Die Wolken","Hans V Friedrich","","","","","4.33","6","2022/03/21"
"3221","","Bishop Lists: Formation of Apostolic Succession of Bishops in Ecclesiastical Crises","Robert Lee Williams","2005","","","","0.0","0","2022/03/21"
"3222","","Man and the Theogony in the Lurianic Cabala","Daphne Freedman","2006","","","","4.0","1","2022/03/21"
"3223","","Blessed Is He Who Has Brought Adam from Sheol","Thomas Buchan","","","","","0.0","0","2022/03/21"
"3224","","Gorgias/Menéxeno/Eutidemo/Menón/Crátilo (Diálogos II)","Plato","1985","Philosophy","","","4.35","17","2022/03/21"
"3225","","Gorgias","Plato","-380","Philosophy","Classics","Nonfiction","3.96","11039","2022/03/21"
"3226","","","","","","","","","","2022/03/21"
"3227","","Ritual Dynamic Structure","Roy E. Gane","2004","","","","0.0","0","2022/03/21"
"3228","","Collected Papers in Greek and Georgian Textual Criticism","J. Neville Birdsall","2003","","","","0.0","0","2022/03/21"
"3229","","My Nestorian Adventure in China: A Popular Account of the Holm-Nestorian Expedition to Sian-Fu and Its Results","Frits Holm","2001","","","","0.0","0","2022/03/21"
"3230","","The Birth Of Rhetoric: Gorgias, Plato And Their Successors","Robert Wardy","1996","Philosophy","","","3.5","4","2022/03/21"
"3231","","Gorgias/Timaeus","Plato","","Philosophy","","","3.56","39","2022/03/21"
"3232","","Minor Works: On Colours/On Things Heard/Physiognomics/On Plants/On Marvellous Things Heard/Mechanical Problems/On Indivisible Lines/The...Gorgias","Aristotle","1963","Philosophy","","","4.44","16","2022/03/21"
"3233","","Georgia of the Jungle","Georgia Egge","","","","","4.0","2","2022/03/21"
"3234","","L'éloge Paradoxal: De Gorgias À Molière","Patrick Dandrey","","","","","0.0","0","2022/03/21"
"3235","","To Anthrōpino Agathon Sto Dialogo Gorgia Kai Sta Prōta Vivlia 1 4 Tēs Politeias Tou Platōna","Angelos Raphael Raphaelides","","","","","0.0","0","2022/03/21"
"3236","","Mesure Et Démesure: Gorgias De Platon, Gargantua De Rabelais, Dom Juan De Molière","Farago","","","","","0.0","0","2022/03/21"
"3237","","Morality and the Inner Life: A Study in Plato's Gorgias","İlham Dilman","","","","","0.0","0","2022/03/21"
"3238","","Premières Leçons Sur ""Gorgias"" De Platon","Sylvie Leliepvre-Botton","1996","","","","0.0","0","2022/03/21"
"3239","","Gorgias. Text (Lernmaterialien)","Plato","-380","Philosophy","Classics","Nonfiction","3.96","11039","2022/03/21"
"3240","","Fragmentos","Gorgias of Leontini","-450","Philosophy","","","4.0","10","2022/03/21"
