"","12059","Accidental","The Accidental Bodyguard","Ann Major","1994","Category Romance","Harlequin","","3.38","26","2022/04/01"
"","12060","","Shadows And Wind: A View of Modern Vietnam","Robert Templer","1998","History","Nonfiction","Politics","3.43","122","2022/04/01"
"","12061","","The Shadow of the Wind","Richard F. Wilcox","","","","","3.85","27","2022/04/01"
"","12062","","Wind Shadow West","Ralph Naranjo","","","","","5.0","4","2022/04/01"
"","12063","","Shadow Wind","Edward C. Mann","2002","","","","0.0","0","2022/04/01"
"","12064","","In the Shadow of the Wind","Luke Wallin","1984","","","","3.29","14","2022/04/01"
"","12065","","Picturing the Human: The Moral Thought of Iris Murdoch","Maria Antonaccio","2000","","","","4.33","6","2022/04/01"
"","12066","","The Nice and the Good","Iris Murdoch","1968","Fiction","Literary Fiction","Novels","3.85","2105","2022/04/01"
"","12067","","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Terry Pratchett","1990","Fantasy","Fiction","Humor","4.25","627114","2022/04/01"
"","12068","","The Nice and the Good","Iris Murdoch","1968","Fiction","Literary Fiction","Novels","3.85","2105","2022/04/01"
"","12069","","No More Christian Nice Guy: When Being Nice--Instead of Good--Hurts Men, Women and Children","Paul Coughlin","2005","Christian","Nonfiction","Christian","3.78","443","2022/04/01"
"","12070","","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Terry Pratchett","1990","Fantasy","Fiction","Humor","4.25","627114","2022/04/01"
"","12071","","Buenos Presagios: las buenas y ajustadas profecías de Agnes La Chalada","Terry Pratchett","1990","Fantasy","Fiction","Humor","4.25","627114","2022/04/01"
"","12072","","A Good Girl: A Nice Story Told by Harold Harvey","Ron Ryan","","","","","0.0","0","2022/04/01"
"","12073","","Philosophical Investigations","Ludwig Wittgenstein","1953","Philosophy","Nonfiction","Humanities","4.25","13464","2022/04/01"
"","12074","","Wittgenstein's Poker: The Story of a Ten-Minute Argument Between Two Great Philosophers","David Edmonds","2001","Philosophy","History","Nonfiction","3.77","2913","2022/04/01"
"","12075","","Tractatus Logico-Philosophicus","Ludwig Wittgenstein","1921","Philosophy","Nonfiction","Philosophy","4.08","17768","2022/04/01"
"","12076","","Philosophical Investigations","Ludwig Wittgenstein","1953","Philosophy","Nonfiction","Humanities","4.25","13464","2022/04/01"
"","12077","","On Certainty","Ludwig Wittgenstein","1969","Philosophy","Nonfiction","Psychology","4.16","4447","2022/04/01"
"","12078","","Wittgenstein on Rules and Private Language: An Elementary Exposition","Saul A. Kripke","1982","Philosophy","Humanities","Language","4.04","968","2022/04/01"
"","12079","","Ludwig Wittgenstein: The Duty of Genius","Ray Monk","1990","Philosophy","Biography","Nonfiction","4.05","6424","2022/04/01"
"","12080","","Wittgenstein's Vienna","Allan Janik","1973","Philosophy","History","Nonfiction","4.08","392","2022/04/01"
"","12081","","The Blue and Brown Books","Ludwig Wittgenstein","1935","Philosophy","Nonfiction","Humanities","4.13","2336","2022/04/01"
"","12082","","Wittgenstein: A Very Short Introduction","A.C. Grayling","1988","Philosophy","Nonfiction","Biography","3.7","1052","2022/04/01"
"","12083","","Long Day's Journey into Night","Eugene O'Neill","1956","Plays","Drama","Classics","4.05","38240","2022/04/01"
"","12084","","Long Days Journey Into War: December 7, 1941","Stanley Weintraub","1991","History","War","World War II","4.16","67","2022/04/01"
"","12085","","Family Reconstruction: Long Day's Journey into Light","William F. Nerin","","","","","0.0","0","2022/04/01"
"","12086","","Long Day's Journey: The Steamboat & Stagecoach Era in the Northern West","Carlos A. Schwantes","","","","","4.0","4","2022/04/01"
"","12087","","Eugene O'Neills Long Days Journey Into Night","Paul Gannon","1956","Plays","Drama","Classics","4.05","38240","2022/04/01"
"","12088","","Long Day's Journey Into War   Part 1 Of 2","Stanley Weintraub","1997","","","","4.67","3","2022/04/01"
"","12089","","Long Day's Journey Into Night: Native Eloquence","Michael Hinden","","","","","4.25","4","2022/04/01"
"","12090","","En attendant Godot","Samuel Beckett","","Plays","Classics","Fiction","3.83","178548","2022/04/01"
"","12091","","The Coming of Godot: A Short History of a Masterpiece","Jonathan Croall","","","","","4.0","3","2022/04/01"
"","12092","","Samuel Beckett's Waiting for Godot: A Reference Guide","William Hutchings","2000","","","","3.0","3","2022/04/01"
"","12093","","Eva: Eloge de Ma Fille","Irina Ionesco","","","","","4.7","10","2022/04/01"
"","12094","","Rhinoceros and Other Plays","Eugène Ionesco","1959","Plays","Drama","Plays","4.03","2438","2022/04/01"
"","12095","","The Bald Soprano and Other Plays","Eugène Ionesco","1958","Plays","Drama","Plays","4.04","5962","2022/04/01"
"","12096","","Rhinoceros / The Chairs / The Lesson","Eugène Ionesco","1962","Plays","Drama","Cultural","4.02","5628","2022/04/01"
"","12097","","Present Past Past Present","Eugène Ionesco","1968","Nonfiction","Biography","","4.13","94","2022/04/01"
"","12098","","The Hermit","Eugène Ionesco","1973","Fiction","Cultural","France","3.78","653","2022/04/01"
"","12099","","Three Plays: Exit the King / The Killer / Macbett","Eugène Ionesco","1974","Plays","Drama","Classics","4.1","200","2022/04/01"
"","12100","","Story Number 4: For Children of Any Age","Eugène Ionesco","","","","","4.0","14","2022/04/01"
"","12101","","Story Number 3; For Children Over Three Years of Age","Eugène Ionesco","1976","","","","4.06","16","2022/04/01"
"","12102","","Rinoceros. Texte et documents. (Lernmaterialien)","Eugène Ionesco","1959","Plays","Cultural","France","3.87","13109","2022/04/01"
"","12103","","The Complete Plays","J.M. Synge","1912","Drama","Plays","Plays","4.0","258","2022/04/01"
"","12104","","Riders to the Sea","J.M. Synge","1904","Plays","Drama","Classics","3.53","1748","2022/04/01"
"","12105","","The Playboy of the Western World and Other Plays","J.M. Synge","1907","Plays","Drama","Cultural","3.73","192","2022/04/01"
"","12106","","Tensor Calculus","J.L. Synge","","Science","Mathematics","Reference","3.96","23","2022/04/01"
"","12107","","Synge And The Ireland Of His Time","W.B. Yeats","1911","Biography","European Literature","Irish Literature","3.73","37","2022/04/01"
"","12108","Story of the World","The Discovery of New Worlds","Margaret Bertha Synge","1903","History","","","3.68","28","2022/04/01"
"","12109","","J. M. Synge and Lady Gregory","Elizabeth Coxhead","","","","","4.0","1","2022/04/01"
"","12110","","Art of Embroidery: History of Style and Technique","Lanto Synge","","Nonfiction","Art","History","4.35","17","2022/04/01"
"","12111","","Travels in Wicklow, West Kerry and Connemara","J.M. Synge","1980","Travel","Cultural","Ireland","4.13","24","2022/04/01"
"","12112","","Eleven Short Stories: A Dual-Language Book","Luigi Pirandello","","Short Stories","European Literature","Italian Literature","3.85","124","2022/04/01"
"","12113","","Six Characters in Search of an Author and Other Plays","Luigi Pirandello","1921","Plays","Drama","Plays","3.94","3051","2022/04/01"
"","12114","Novelle per un anno","The Oil Jar and Other Stories","Luigi Pirandello","1909","Short Stories","Fiction","Classics","3.73","670","2022/04/01"
"","12115","","Tales of Madness","Adolph Caso","1984","Short Stories","European Literature","Italian Literature","3.52","25","2022/04/01"
"","12116","","The Late Mattia Pascal","Luigi Pirandello","1904","Classics","Fiction","European Literature","4.03","21873","2022/04/01"
"","12117","","One, No One and One Hundred Thousand","Luigi Pirandello","1926","Classics","Fiction","European Literature","4.07","16038","2022/04/01"
"","12118","","Henry IV","Luigi Pirandello","1922","Plays","Drama","European Literature","3.85","1286","2022/04/01"
"","12119","","Tales of Suicide","Luigi Pirandello","1984","Short Stories","European Literature","Italian Literature","3.52","25","2022/04/01"
"","12120","","Three Plays","Luigi Pirandello","1969","Fiction","Drama","Plays","3.65","46","2022/04/01"
"","12121","","","","","","","","","","2022/04/01"
"","12122","","Naked Masks: Five Plays","Luigi Pirandello","1952","Plays","Drama","Classics","4.1","365","2022/04/01"
"","12123","McKettricks","Sierra's Homecoming","Linda Lael Miller","","Romance","Westerns","Romance","4.1","2295","2022/04/01"
"","12124","","Homecoming: Reclaiming and Healing Your Inner Child","John Bradshaw","1990","Psychology","Self Help","Nonfiction","4.01","1752","2022/04/01"
"","12125","Tillerman Cycle","Homecoming","Cynthia Voigt","1981","Young Adult","Fiction","Realistic Fiction","3.95","21358","2022/04/01"
"","12126","Davis Landing","Christmas Homecoming","Lenora Worth","2006","Category Romance","Love Inspired","Holiday","4.03","133","2022/04/01"
"","12127","","The Gaithers - Homecoming Souvenir Songbook, Volume 1","Gillespie Hayes Allen","1998","","","","0.0","0","2022/04/01"
"","12128","","The Homecoming","Earl Hamner Jr.","1970","Fiction","Holiday","Christmas","4.17","632","2022/04/01"
"","12129","","Southern Homecoming Traditions: Recipes and Remembrances","Carolyn Quick Tillery","2006","","","","3.0","4","2022/04/01"
"","12130","Star Trek: Voyager: Homecoming","Homecoming","Christie Golden","","Media Tie In","Star Trek","Science Fiction","3.91","2502","2022/04/01"
"","12131","","The Homecoming","Harold Pinter","1964","Plays","Drama","Plays","3.7","9307","2022/04/01"
"","12132","Complete Works","Complete Works: Volume 3","Harold Pinter","1978","Plays","Drama","Plays","4.22","192","2022/04/01"
"","12133","","The Homecoming","Harold Pinter","1964","Plays","Drama","Plays","3.7","9307","2022/04/01"
"","12134","","Plays,  Vol.Three","Harold Pinter","1978","Plays","","","3.99","92","2022/04/01"
"","12135","","Glengarry Glen Ross","David Mamet","1983","Plays","Drama","Fiction","3.88","16841","2022/04/01"
"","12136","","David Mamet's Glengarry Glen Ross","Leslie Kane","","","","","3.5","2","2022/04/01"
"","12137","","Buried Child","Sam Shepard","1979","Plays","Drama","Fiction","3.85","9344","2022/04/01"
"","12138","","Buried Child, Seduced, and Suicide in B Flat","Sam Shepard","1979","Plays","Drama","","3.78","41","2022/04/01"
"","12139","","A Reconstruction-Analysis of Buried Child by Playwright Sam Shepard","Frederick J. Perry","","","","","0.0","0","2022/04/01"
"","12140","","Buried Child & Seduced & Suicide in B","Sam Shepard","1979","Plays","Drama","","3.78","41","2022/04/01"
"","12141","","Buried Child & Seduced","Sam Shepard","","","","","3.5","2","2022/04/01"
"","12142","","Seven Plays","Sam Shepard","","Plays","Drama","Plays","4.18","5199","2022/04/01"
"","12143","","You Come Too: Favorite Poems for Readers of All Ages","Robert Frost","1916","Poetry","Classics","Nonfiction","4.16","577","2022/04/01"
"","12144","","You Come Too","Robert Frost","1916","Poetry","Classics","Nonfiction","4.16","577","2022/04/01"
"","12145","","You Come Too","Robert Frost","1916","Poetry","Classics","Nonfiction","4.16","577","2022/04/01"
"","12146","","You Come Too (Favorite Poems For Young Readers)","Robert Frost","1916","Poetry","Classics","Nonfiction","4.16","577","2022/04/01"
"","12147","Watership Down","Watership Down","Richard Adams","1972","Classics","Fiction","Fantasy","4.07","455965","2022/04/01"
"","12148","Watership Down","Watership Down","Richard Adams","1972","Classics","Fiction","Fantasy","4.07","455965","2022/04/01"
"","12149","Watership Down","Tales from Watership Down","Richard Adams","1996","Fantasy","Fiction","Classics","3.81","7951","2022/04/01"
"","12150","Watership Down","Watership Down","Richard Adams","1972","Classics","Fiction","Fantasy","4.07","455965","2022/04/01"
"","12151","","The Watership Down Film Picture Book","Richard Adams","","Fantasy","Fiction","Art","4.38","102","2022/04/01"
"","12152","Watership Down","Watership Down","Richard Adams","1972","Classics","Fiction","Fantasy","4.07","455965","2022/04/01"
"","12153","Watership Down","Tales from Watership Down","Richard Adams","1996","Fantasy","Fiction","Classics","3.81","7951","2022/04/01"
"","12154","","Escape to the Hills","Judy Allen","","","","","3.8","5","2022/04/01"
"","12155","","The Bake Shop Ghost","Jacqueline K. Ogburn","","Childrens","Picture Books","Childrens","4.25","326","2022/04/01"
"","12156","","The Magic Raincoat","Ryan David","","Childrens","Picture Books","Childrens","3.6","58","2022/04/01"
"","12157","","The Journey That Saved Curious George: The True Wartime Escape of Margret and H.A. Rey","Louise Borden","2005","Biography","Nonfiction","History","4.15","1569","2022/04/01"
"","12158","","Laocoon: An Essay on the Limits of Painting and Poetry","Gotthold Ephraim Lessing","1766","Art","Philosophy","Nonfiction","4.01","712","2022/04/01"
"","12159","","Laocoon: An Essay upon the Limits of Painting and Poetry","Gotthold Ephraim Lessing","1766","Art","Philosophy","Nonfiction","4.01","712","2022/04/01"
"","12160","","Laocoon","Gotthold Ephraim Lessing","1766","Art","Philosophy","Nonfiction","4.01","712","2022/04/01"
"","12161","","Laocoon's Body and the Aesthetics of Pain: Winckelmann, Lessing, Herder, Moritz, Goethe","Simon Richter","1992","","","","3.5","4","2022/04/01"
"","12162","","Lacoon","Gotthold Ephraim Lessing","1766","Art","Philosophy","Nonfiction","4.01","712","2022/04/01"
"","12163","","Laocoon and Other Writings","Gotthold Ephraim Lessing","","","","","2.0","1","2022/04/01"
"","12164","","The Cure at Troy","Seamus Heaney","1990","Plays","Poetry","Drama","4.17","784","2022/04/01"
"","12165","","Babylon Revisited and Other Stories","F. Scott Fitzgerald","1931","Short Stories","Classics","Fiction","3.99","5288","2022/04/01"
"","12166","","Babylon Revisited","F. Scott Fitzgerald","1931","Short Stories","Classics","Fiction","3.75","1946","2022/04/01"
"","12167","","Babylon Revisited and Other Stories","F. Scott Fitzgerald","1931","Short Stories","Classics","Fiction","3.99","5288","2022/04/01"
"","12168","","Babylon Revisited and Other Stories","F. Scott Fitzgerald","1931","Short Stories","Classics","Fiction","3.99","5288","2022/04/01"
"","12169","","All the Sad Young Men (Works of F. Scott Fitzgerald)","F. Scott Fitzgerald","1926","Classics","Fiction","Short Stories","3.94","716","2022/04/01"
"","12170","","The Ballad of the Sad Young Men and Other Verse","Fran Landesman","1982","","","","4.4","5","2022/04/01"
"","12171","","","","","","","","","","2022/04/01"
"","12172","","Memoirs of Hadrian","Marguerite Yourcenar","1951","Historical","Historical Fiction","Fiction","4.24","23091","2022/04/01"
"","12173","","Nightwork: A History of Hacks and Pranks at MIT","T.F. Peterson","","Nonfiction","Humor","Science","3.74","156","2022/04/01"
"","12174","","Nightwork: Sexuality, Pleasure, and Corporate Masculinity in a Tokyo Hostess Club","Anne Allison","","Cultural","Japan","Anthropology","3.64","233","2022/04/01"
"","12175","","Nightwork","Irwin Shaw","","Fiction","Classics","Mystery","4.01","1854","2022/04/01"
"","12176","","Nightwork","Christine Schutt","1996","Short Stories","Fiction","Literature","3.92","285","2022/04/01"
"","12177","Dave Brandstetter","Joseph Hansen Trilogy","Joseph Hansen","","","","","4.33","12","2022/04/01"
"","12178","","Nightwork","Irwin Shaw","1975","Fiction","Classics","Mystery","4.01","1854","2022/04/01"
"","12179","","Nightwork: With Uncle Wiggily","David L. Swartz","","","","","5.0","1","2022/04/01"
"","12180","","Every Book Its Reader: The Power of the Printed Word to Stir the World","Nicholas A. Basbanes","2005","Writing","Books About Books","Nonfiction","3.94","372","2022/04/01"
"","12181","","A Splendor of Letters: The Permanence of Books in an Impermanent World","Nicholas A. Basbanes","2003","Writing","Books About Books","Nonfiction","4.12","385","2022/04/01"
"","12182","","Among the Gently Mad: Strategies and Perspectives for the Book Hunter in the 21st Century","Nicholas A. Basbanes","2002","Writing","Books About Books","Nonfiction","3.94","577","2022/04/01"
"","12183","","Every Book Its Reader: The Power of the Printed Word to Stir the World","Nicholas A. Basbanes","2005","Writing","Books About Books","Nonfiction","3.94","372","2022/04/01"
"","12184","","Merde À Jésus!: Souvenirs De José De Nazareth:  Roman","Marcel Paquet","","","","","0.0","0","2022/04/01"
"","12185","","Lolita: Volume 4","Belore","","","","","3.6","5","2022/04/01"
"","12186","","Invitation to a Beheading","Vladimir Nabokov","1938","Fiction","Classics","Cultural","3.92","14793","2022/04/01"
"","12187","","Ada, or Ardor: A Family Chronicle","Vladimir Nabokov","1969","Fiction","Classics","Cultural","4.14","10388","2022/04/01"
"","12188","","Strong Opinions","Vladimir Nabokov","1973","Nonfiction","Writing","Essays","3.99","999","2022/04/01"
"","12189","Nikki & Michael","Hearts in Darkness","Keri Arthur","2000","Fantasy","Paranormal","Paranormal","3.98","2069","2022/04/01"
"","12190","","The Return","Joseph Conrad","1898","Fiction","Classics","Short Stories","3.57","273","2022/04/01"
"","12191","","Joseph Conrad: A Biography","Jeffrey Meyers","1991","Biography","Nonfiction","Biography Memoir","3.82","51","2022/04/01"
"","12192","","Youth / Heart of Darkness / The End of the Tether","Joseph Conrad","1924","Classics","Fiction","Adventure","3.93","379","2022/04/01"
"","12193","","The Portable Conrad","Joseph Conrad","1947","Classics","Fiction","Short Stories","4.25","136","2022/04/01"
"","12194","","Lord Jim","Joseph Conrad","1900","Classics","Fiction","Literature","3.62","28866","2022/04/01"
"","12195","","Typhoon and Other Tales","Joseph Conrad","1902","Fiction","Short Stories","Classics","3.9","859","2022/04/01"
"","12196","","Chance","Joseph Conrad","1913","Fiction","Classics","Literature","3.6","677","2022/04/01"
"","12197","Lingard Trilogy","The Rescue","Joseph Conrad","1920","Fiction","Classics","Literature","3.65","308","2022/04/01"
"","12198","","Eugene Ionesco","Ronald Hayman","","","","","4.0","1","2022/04/01"
"","12199","","Conversations with Eugene Ionesco","Claude Bonnefoy","","Nonfiction","","","4.33","42","2022/04/01"
"","12200","","Poetry of Robert Frost","Robert Frost","1969","Poetry","Classics","Fiction","4.23","46034","2022/04/01"
"","12201","","Stopping by Woods on a Snowy Evening","Robert Frost","1969","Poetry","Classics","Childrens","4.4","9954","2022/04/01"
"","12202","","The Poetry of Robert Frost: The Collected Poems, Complete and Unabridged","Robert Frost","1969","Poetry","Classics","Fiction","4.23","46034","2022/04/01"
"","12203","","Frost","Thomas Bernhard","1963","Fiction","European Literature","German Literature","3.88","1351","2022/04/01"
"","12204","","The Road Not Taken and Other Poems","Robert Frost","1916","Poetry","Classics","Fiction","4.28","37648","2022/04/01"
"","12205","","Exiles: Living Missionally in a Post-Christian Culture","Michael Frost","","Religion","Church","Religion","3.94","358","2022/04/01"
"","12206","","Supernanny: How to Get the Best from Your Children","Jo Frost","2005","Parenting","Nonfiction","Self Help","3.76","1199","2022/04/01"
"","12207","","Robert Frost's Poems","Robert Frost","","Poetry","Classics","Literature","4.29","4837","2022/04/01"
"","12208","","Ask Supernanny: What Every Parent Wants to Know","Jo Frost","2006","Parenting","Nonfiction","Reference","3.88","344","2022/04/01"
"","12209","","Selected Poems: Robert Frost","Robert Frost","1936","Poetry","Classics","Literature","4.17","5294","2022/04/01"
"","12210","","Collected Poems, Prose, and Plays","Robert Frost","","Poetry","Classics","Drama","4.32","6251","2022/04/01"
"","12211","","The Notebooks of Robert Frost","Robert Frost","","Poetry","Nonfiction","Autobiography","4.28","60","2022/04/01"
"","12212","","Robert Frost: A Life","Jay Parini","1998","Biography","Poetry","Nonfiction","4.09","319","2022/04/01"
"","12213","","Risking Elizabeth","Walter Mccloskey","","","","","2.36","14","2022/04/01"
"","12214","","Risking It All: My Student, My Lover, My Story","Heather E. Ingram","2003","Autobiography","Memoir","Nonfiction","3.14","44","2022/04/01"
"","12215","","Desire Under the Elms & The Great God Brown","Eugene O'Neill","1958","Plays","Drama","Plays","3.74","642","2022/04/01"
"","12216","","Three Plays: Desire Under the Elms / Strange Interlude / Mourning Becomes Electra","Eugene O'Neill","1931","Plays","Drama","Classics","4.09","1704","2022/04/01"
"","12217","Monarch Notes","Monarch Notes: Eugene O'Neill's Desire Under the Elms","Paul W. Gannon","","","","","0.0","0","2022/04/01"
"","12218","","All God's Chillun Got Wings; [and], Desire Under the Elms; and, Welded","Eugene O'Neill","1973","","","","4.0","2","2022/04/01"
"","12219","","Three Plays: Desire Under the Elms / The Hairy Ape / Welded","Eugene O'Neill","2004","","","","3.0","4","2022/04/01"
"","12220","","A Streetcar Named Desire","Tennessee Williams","1947","Plays","Classics","Fiction","3.98","282250","2022/04/01"
"","12221","Cal Gant","Until They Bring the Streetcars Back","Stanley Gordon West","1997","Fiction","Historical","Historical Fiction","4.06","2136","2022/04/01"
"","12222","","A Streetcar Named Desire","Tennessee Williams","1947","Plays","Classics","Fiction","3.98","282250","2022/04/01"
"","12223","","When Blanche Met Brando: The Scandalous Story of a Streetcar Named Desire","Sam Staggs","2005","History","Nonfiction","Culture","3.64","113","2022/04/01"
"","12224","","Streetcar Suburbs: The Process of Growth in Boston, 1870-1900","Sam Bass Warner, Jr.","1962","History","Nonfiction","Cities","3.6","78","2022/04/01"
"","12225","","A Streetcar Named Desire (SparkNotes Literature Guide)","SparkNotes","","","","","3.33","9","2022/04/01"
"","12226","","CliffNotes on Williams' Glass Menagerie & Streetcar Named Desire (Cliffs Notes)","James Lamar Roberts","","Literature","","","3.7","10","2022/04/01"
"","12227","","The Motorman...and His Duties the Classic Handbook for Electric Trolley, Streetcar and Interurban Motormen","Ludwig Gutmann","","","","","4.0","1","2022/04/01"
"","12228","","Portland's Streetcars","Richard   Thompson","","History","","","4.0","6","2022/04/01"
"","12229","","A Splendid Ride: The Streetcars of Kansas City, 1870-1957","Monroe Dodd","","","","","4.71","7","2022/04/01"
"","12230","","Pygmalion","George Bernard Shaw","1912","Classics","Plays","Fiction","3.89","94909","2022/04/01"
"","12231","","Pygmalion in the Classroom: Teacher Expectation and Pupil's Intellectual Development","Robert Rosenthal","1968","Education","Nonfiction","","3.43","21","2022/04/01"
"","12232","","Pygmalion Project, Vol. II: The Guardian (Love & Coercion Among the Types)","Stephen E. Montgomery","","","","","4.14","21","2022/04/01"
"","12233","","Pygmalion","George Bernard Shaw","1912","Classics","Plays","Fiction","3.89","94909","2022/04/01"
