"2228","","The Last Dance: Encountering Death and Dying","Lynne Ann DeSpelder","","Nonfiction","Psychology","Death","3.85","314","2022/03/20"
"2229","","Ethnic Variations in Dying, Death and Grief: Diversity in Universality","Donald P. Irish","","Death","Psychology","","3.8","25","2022/03/20"
"2230","","Insights on Death & Dying","Joy Ufema","2006","","","","3.2","5","2022/03/20"
"2231","","The Kids' Book about Death and Dying","Eric Rofes","","","","","5.0","5","2022/03/20"
"2232","","Grief, Dying, & Death","Therese A. Rando","","Psychology","Counselling","Nonfiction","4.18","38","2022/03/20"
"2233","","Blessing the Bridge: What Animals Teach Us About Death, Dying, and Beyond","Rita M. Reynolds","","Nonfiction","Animals","","4.3","64","2022/03/20"
"2234","","Living with Death and Dying","Elisabeth Kübler-Ross","1982","Nonfiction","Psychology","Self Help","4.09","195","2022/03/20"
"2235","","Death and Dying: Life and Living [With Infotrac]","Clyde M. Nabe","1993","Psychology","Nonfiction","Textbooks","3.83","72","2022/03/20"
"2236","","Mahatma Gandhi and His Myths: Civil Disobedience, Nonviolence, and Satyagraha in the Real World (Plus Why It's Gandhi, Not Ghandi)","Mark Shepard","1989","Nonfiction","History","Biography","3.63","336","2022/03/20"
"2237","","Radiology for Anaesthesia and Intensive Care","Richard Hopkins","","","","","5.0","1","2022/03/20"
"2238","","The Gandhi Quartet","Chaman Nahal","","","","","3.0","3","2022/03/20"
"2239","","Mahatma Gandhi, A Biography (1st)","Pyarelal Nayyar","","","","","5.0","1","2022/03/20"
"2240","","Tai Chi Chuan: Aplicaciones Marciales:  Estilo Yang Avanzado De Tai Chi Chuan","Yang Jwing-Ming","2001","","","","5.0","1","2022/03/20"
"2241","","","","","","","","","","2022/03/20"
"2242","","The Way of All the Earth: Experiments in Truth and Religion","John S. Dunne","","Philosophy","Spirituality","","4.0","23","2022/03/20"
"2243","","Finding Yourself in India","Diana Iles","","","","","0.0","0","2022/03/20"
"2244","","","","","","","","","","2022/03/20"
"2245","","The Human Rights Committee and the Right of Individual Communication: Law and Practice","P.R. Ghandi","","","","","3.0","1","2022/03/20"
"2246","","Solid Liquid Flow Slurry Pipeline Transportation","Edward J. Wasp","","","","","5.0","3","2022/03/20"
"2247","","Ghandi Khan","NOT A BOOK","","","","","4.67","3","2022/03/20"
"2248","","Knit India Through Literature, Volume II: The East","Sivasankari","","","","","0.0","0","2022/03/20"
"2249","","The Seven Habits of Highly Effective People","Stephen R. Covey","1988","Self Help","Nonfiction","Business","4.14","631645","2022/03/20"
"2250","","The 7 Habits of Highly Effective People Personal Workbook","Stephen R. Covey","2003","Self Help","Nonfiction","Business","4.26","3023","2022/03/20"
"2251","","The 7 Habits of Highly Effective People","Stephen R. Covey","1988","Self Help","Nonfiction","Business","4.14","631645","2022/03/20"
"2252","","The 7 Habits of Highly Effective People: 15th Anniversary Edition: Powerful Lessons in Personal Change","Stephen R. Covey","1988","Self Help","Nonfiction","Business","4.14","631645","2022/03/20"
"2253","","Daily Reflections For Highly Effective People: Living the 7 Habits of Highly Successful People Every Day","Stephen R. Covey","1994","Nonfiction","Self Help","Business","3.91","387","2022/03/20"
"2254","","The 7 Habits of Highly Effective People : Powerful Lessons in Personal Change","Stephen R. Covey","1988","Self Help","Nonfiction","Business","4.14","631645","2022/03/20"
"2255","","Way of the Peaceful Warrior: A Book That Changes Lives","Dan Millman","1980","Spirituality","Fiction","Philosophy","4.12","50147","2022/03/20"
"2256","","Sacred Journey of the Peaceful Warrior","Dan Millman","1991","Spirituality","Fiction","Philosophy","4.1","9790","2022/03/20"
"2257","","Secret of the Peaceful Warrior","Dan Millman","1991","Childrens","Childrens","Picture Books","4.16","165","2022/03/20"
"2258","","Way of the Peaceful Warrior and Sacred Journey of the Peaceful Warrior","Dan Millman","1980","Spirituality","Fiction","Philosophy","4.12","50147","2022/03/20"
"2259","","The Peaceful Warrior Collection","Dan Millman","2000","Spirituality","Philosophy","Self Help","4.46","566","2022/03/20"
"2260","","Wisdom of the Peaceful Warrior: A Companion to the Book That Changes Lives","Dan Millman","2006","Spirituality","Self Help","Philosophy","4.13","491","2022/03/20"
"2261","","Grand Valley Dani: Peaceful Warriors","Karl G. Heider","1990","Anthropology","Anthropology","Ethnography","3.37","49","2022/03/20"
"2262","","No Ordinary Moments: A Peaceful Warrior's Guide to Daily Life","Dan Millman","","Spirituality","Self Help","Nonfiction","4.12","1671","2022/03/20"
"2263","The Promised Land Diaries","The Peaceful Warrior: The Diary of Deborahs Armor Bearer, Israel, 1200 B.C.","Anne Adams","","Historical","Historical Fiction","","3.85","20","2022/03/20"
"2264","","Peaceful Warrior Nurse","Priscilla Smith-Trudeau","2001","","","","0.0","0","2022/03/20"
"2265","","It's Not about the Bike: My Journey Back to Life","Lance Armstrong","1999","Nonfiction","Biography","Sports","3.7","40386","2022/03/20"
"2266","","The Lance Armstrong Performance Program: 7 Weeks to the Perfect Ride","Lance Armstrong","2000","Sports","Cycling","Sports","3.31","296","2022/03/20"
"2267","","23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory","John Wilcockson","2004","Sports","Cycling","Sports","3.66","426","2022/03/20"
"2268","","Lance Armstrong: The Race of His Life","Kristin Armstrong","2000","","","","3.8","10","2022/03/20"
"2269","","Chasing Lance: The 2005 Tour de France and Lance Armstrong's Ride of a Lifetime","Martin Dugard","2001","Sports","Cycling","Sports","3.5","211","2022/03/20"
"2270","","Live Strong: Inspirational Stories from Cancer Survivors-From Diagnosis to Treatment and Beyond","The Lance Armstrong Foundation","","Nonfiction","Health","Biography","3.96","75","2022/03/20"
"2271","","Lance Armstrong: A Biography","Bill Gutman","2003","Sports","Cycling","Biography","3.52","89","2022/03/20"
"2272","","Lance Armstrong: Images of a Champion","Lance Armstrong","2004","Sports","Sports","","3.71","126","2022/03/20"
"2273","","A Prayer for the City","H.G. Bissinger","1997","Nonfiction","History","Politics","4.19","1123","2022/03/20"
"2274","","Where Cross the Crowded Ways: Prayers of a City Pastor","Ernest T. Campbell","1972","","","","3.71","7","2022/03/20"
"2275","","The Power of a City at Prayer: What Happens When Churches Unite","Mac Pier","2002","Prayer","","","4.0","14","2022/03/20"
"2276","","The Power of a City at Prayer: What Happens When Churches Unite","Mac Pier","2002","Prayer","","","4.0","14","2022/03/20"
"2277","","","","","","","","","","2022/03/20"
"2278","","City Prayers","Martin Wallace","1982","","","","0.0","0","2022/03/20"
"2279","","Truman","David McCullough","1992","Biography","History","Politics","4.12","83124","2022/03/20"
"2280","","In Cold Blood","Truman Capote","1965","Nonfiction","Classics","Crime","4.08","586677","2022/03/20"
"2281","","The Complete Stories of Truman Capote","Truman Capote","1993","Short Stories","Fiction","Classics","4.2","5614","2022/03/20"
"2282","","Breakfast at Tiffany's: A Short Novel and Three Stories","Truman Capote","1950","Classics","Fiction","Short Stories","3.87","232348","2022/03/20"
"2283","Capital Crimes","Murder at The Washington Tribune","Margaret Truman","2005","Mystery","Fiction","Mystery","3.61","829","2022/03/20"
"2284","","Feelings Buried Alive Never Die--","Karol K. Truman","1991","Self Help","Health","Nonfiction","4.13","1366","2022/03/20"
"2285","Capital Crimes","Murder at Ford's Theatre","Margaret Truman","2002","Mystery","Fiction","Mystery","3.76","921","2022/03/20"
"2286","","Healing Feelings...from Your Heart","Karol K. Truman","2000","Nonfiction","Spirituality","Psychology","4.31","77","2022/03/20"
"2287","","Other Voices, Other Rooms","Truman Capote","1948","Fiction","Classics","Gothic","3.79","14083","2022/03/20"
"2288","","Answered Prayers: The Unfinished Novel","Truman Capote","1986","Fiction","Classics","Literary Fiction","3.47","3927","2022/03/20"
"2289","","In Cold Blood","Truman Capote","1965","Nonfiction","Classics","Crime","4.08","586677","2022/03/20"
"2290","Capital Crimes","Murder at The Washington Tribune (Capital Crimes, #21)","Margaret Truman","","Mystery","Fiction","Mystery","3.61","829","2022/03/20"
"2291","","The Life and Teachings of the Prophet Joseph","Truman G. Madsen","1997","Religion","Christianity","Lds","4.65","243","2022/03/20"
"2292","Capital Crimes","Murder at Ford's Theatre","Margaret Truman","2002","Mystery","Fiction","Mystery","3.76","921","2022/03/20"
"2293","Capital Crimes","Murder at Union Station","Margaret Truman","2004","Mystery","Fiction","Mystery","3.6","707","2022/03/20"
"2294","","Summer Crossing","Truman Capote","2005","Fiction","Classics","Romance","3.43","8290","2022/03/20"
"2295","","The President's House: A First Daughter Shares the History and Secrets of the World's Most Famous Home","Margaret Truman","2003","History","Nonfiction","Politics","3.67","476","2022/03/20"
"2296","","Emergence: The Connected Lives of Ants, Brains, Cities, and Software","Steven Johnson","2001","Science","Nonfiction","Science","3.96","3317","2022/03/20"
"2297","","Emergence from Chaos to Order","John H. Holland","1998","Science","Nonfiction","Science","3.98","242","2022/03/20"
"2298","","An Emergence of Green","Katherine V. Forrest","1986","LGBT","Lesbian","LGBT","3.81","580","2022/03/20"
"2299","","Emergence: Labeled Autistic","Temple Grandin","1986","Neurodiversity","Autistic Spectrum Disorder","Nonfiction","4.07","2026","2022/03/20"
"2300","","Emergence","David R. Palmer","1984","Science Fiction","Apocalyptic","Post Apocalyptic","4.14","1934","2022/03/20"
"2301","","The Emergence of Everything: How the World Became Complex","Harold J. Morowitz","2002","Science","History","Philosophy","3.64","72","2022/03/20"
"2302","","The Emergence of Sociological Theory","Jonathan H. Turner","1989","Sociology","","","3.55","31","2022/03/20"
"2303","","Transgender Emergence: Therapeutic Guidelines for Working with Gender-Variant People and Their Families","Arlene Istar Lev","2004","Psychology","Gender","Nonfiction","4.32","69","2022/03/20"
"2304","","The Emergence of Life on Earth: A Historical and Scientific Overview","Iris Fry","2000","Science","Nonfiction","Science","4.05","60","2022/03/20"
"2305","","The Ghost Stories of Edith Wharton","Edith Wharton","1937","Short Stories","Horror","Classics","3.9","3858","2022/03/20"
"2306","","The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence","Edith Wharton","1920","Fiction","Classics","Literature","4.3","512","2022/03/20"
"2307","","Collected Stories, 1911-1937","Edith Wharton","1937","Short Stories","Fiction","Literature","4.27","66","2022/03/20"
"2308","","Edith Wharton's Italian Gardens","Vivian Russell","1997","Horticulture","Gardening","Cultural","3.7","40","2022/03/20"
"2309","","Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance","Edith Wharton","1934","Fiction","Classics","Literature","4.21","78","2022/03/20"
"2310","","French Ways and Their Meaning","Edith Wharton","1919","Cultural","France","Nonfiction","3.63","133","2022/03/20"
"2311","","The Custom Of The Country","Edith Wharton","1913","Classics","Fiction","Historical","4.04","11672","2022/03/20"
"2312","","The Buccaneers","Edith Wharton","1938","Classics","Fiction","Historical","3.9","5959","2022/03/20"
"2313","","Roman Fever (and Other Stories)","Edith Wharton","1934","Short Stories","Classics","Fiction","4.1","1913","2022/03/20"
"2314","","The House of Mirth","Edith Wharton","1905","Classics","Fiction","Historical","3.96","89887","2022/03/20"
"2315","Green Sky","Below the Root","Zilpha Keatley Snyder","","Fantasy","Fiction","Young Adult","4.11","951","2022/03/20"
"2316","Stanley Family","The Headless Cupid","Zilpha Keatley Snyder","1971","Mystery","Fiction","Childrens","3.87","3798","2022/03/20"
"2317","Green Sky","And All Between","Zilpha Keatley Snyder","1976","Fantasy","Young Adult","Science Fiction","4.02","623","2022/03/20"
"2318","Stanley Family","The Headless Cupid","Zilpha Keatley Snyder","1971","Mystery","Fiction","Childrens","3.87","3798","2022/03/20"
"2319","","The Witches of Worm","Zilpha Keatley Snyder","1972","Fiction","Fantasy","Horror","3.68","2351","2022/03/20"
"2320","","The Runaways","Zilpha Keatley Snyder","1999","Realistic Fiction","Childrens","Fiction","3.54","131","2022/03/20"
"2321","The Hitchhiker's Guide to the Galaxy","The Ultimate Hitchhiker's Guide to the Galaxy","Douglas Adams","1996","Science Fiction","Fiction","Humor","4.37","304452","2022/03/21"
"2322","The Meaning of Liff","The Deeper Meaning of Liff","Douglas Adams","","Humor","Nonfiction","Reference","3.94","4705","2022/03/21"
"2323","","","","","","","","","","2022/03/21"
"2324","","","","","","","","","","2022/03/21"
"2325","","The Prostitute in the Family Tree","Douglas  Adams","","Humor","Nonfiction","Religion","3.22","60","2022/03/21"
"2326","Dirk Gently","Dirk Gently's Holistic Detective Agency","Douglas Adams","1987","Science Fiction","Fiction","Fantasy","3.97","132169","2022/03/21"
"2327","","The Letters of J.R.R. Tolkien","J.R.R. Tolkien","1981","Nonfiction","Biography","History","4.18","5835","2022/03/21"
"2328","","On Tolkien: Interviews, Reminiscences, and Other Essays","Douglas A. Anderson","","","","","5.0","3","2022/03/21"
"2329","The History of The Lord of the Rings","The History of the Lord of the Rings","J.R.R. Tolkien","","Fantasy","Fiction","Reference","4.4","320","2022/03/21"
"2330","","The Languages of Tolkien's Middle-Earth","Ruth S. Noel","1974","Fantasy","Reference","Humanities","3.99","4732","2022/03/21"
"2331","The Lord of the Rings","The Lord of the Rings","J.R.R. Tolkien","1955","Fantasy","Classics","Fiction","4.51","613075","2022/03/21"
"2332","","The Essential J.R.R. Tolkien Sourcebook: A Fan's Guide to Middle-Earth and Beyond","George Beahm","","","","","3.22","18","2022/03/21"
"2333","","Farmer Giles of Ham","J.R.R. Tolkien","1949","Fantasy","Fiction","Classics","3.87","9003","2022/03/21"
"2334","","J.R.R. Tolkien's Sanctifying Myth: Understanding Middle-Earth","Bradley J. Birzer","2002","Nonfiction","Biography","Criticism","4.17","498","2022/03/21"
"2335","","Master of Middle-Earth: The Fiction of J.R.R. Tolkien","Paul H. Kocher","1972","Nonfiction","Biography","Criticism","3.77","3125","2022/03/21"
"2336","The Power of One","Tandia","Bryce Courtenay","1992","Fiction","Historical","Historical Fiction","4.07","10460","2022/03/21"
"2337","The Potato Factory","The Potato Factory: The Potato Factory Trilogy Book 1","Bryce Courtenay","1995","Historical","Historical Fiction","Fiction","4.13","9729","2022/03/21"
"2338","","Matthew Flinders' Cat","Bryce Courtenay","2002","Fiction","Historical","Historical Fiction","3.83","3367","2022/03/21"
"2339","","Jessica","Bryce Courtenay","1998","Fiction","Historical","Historical Fiction","4.22","9763","2022/03/21"
"2340","","Whitethorn","Bryce Courtenay","","Fiction","Cultural","Africa","4.1","2877","2022/03/21"
"2341","The Potato Factory","Tommo and Hawk","Bryce Courtenay","1998","Historical","Historical Fiction","Fiction","4.07","6729","2022/03/21"
"2342","The Power of One","Power of One","Bryce Courtenay","1989","Fiction","Historical","Historical Fiction","4.33","83737","2022/03/21"
"2343","The Potato Factory","Solomon's Song","Bryce Courtenay","1999","Historical","Historical Fiction","Fiction","4.03","4997","2022/03/21"
"2344","","Four Fires","Bryce Courtenay","2001","Fiction","Historical","Historical Fiction","4.25","4238","2022/03/21"
"2345","","April Fool's Day","Bryce Courtenay","1993","Nonfiction","Biography","Autobiography","4.19","8046","2022/03/21"
"2346","","Johanna Spyri: Aus Dem Leben Der ""Heidi"" Autorin","Jürg Winkler","","","","","0.0","0","2022/03/21"
"2347","","Johanna Spyri: Spurensuche","Regine Schindler","","","","","0.0","0","2022/03/21"
"2348","","An Introduction to Old Norse","E.V. Gordon","1927","Humanities","Language","Humanities","4.1","117","2022/03/21"
"2349","","Women in Old Norse Society: A Portrait","Jenny Jochens","1996","History","Nonfiction","Historical","3.83","84","2022/03/21"
"2350","","Old Norse-Icelandic Literature: A Short Introduction","Heather O'Donoghue","2004","Nonfiction","Folklore","","3.79","34","2022/03/21"
"2351","","Celtic and Old Norse Designs","Courtney Davis","","Art","Nonfiction","Design","3.87","86","2022/03/21"
"2352","Islandica","The Structure of Old Norse Dróttkvætt Poetry","Kari Ellen Gade","1995","","","","4.67","3","2022/03/21"
"2353","","Cold Counsel: Women in Old Norse Literature and Myth","Sarah M. Anderson","2001","History","Academic","","3.89","19","2022/03/21"
"2354","","A Grammar of the Icelandic or Old Norse Tongue","Rasmus Christian Rask","","","","","2.25","4","2022/03/21"
"2355","","A Bibliography of Old Norse-Icelandic Romances","Marianne E. Kalinke","1985","","","","3.0","1","2022/03/21"
"2356","","Dialogue and Deviance: Male-Male Desire in the Dialogue Genre (Plato to the Middle Ages, Plato to the Enlightenment, Plato to the Postmodern)","Robert S. Sturges","2005","","","","4.0","1","2022/03/21"
"2357","","Comedy Quotes from the Movies: Over 4,000 Bits of Humorous Dialogue from All Film Genres, Topically Arranged and Indexed","Larry Langman","1993","","","","4.0","1","2022/03/21"
"2358","","The Other Side of Nowhere: Jazz, Improvisation, and Communities in Dialogue","Daniel Fischlin","","Music","Music","Jazz","4.17","6","2022/03/21"
"2359","","Dialogues in Swing: Intimate Conversations With the Stars of the Big Band Era","Fred Hall","1989","","","","4.0","2","2022/03/21"
"2360","","The Mediterranean Pantry: Creating and Using Condiments and Seasonings","Aglaia Kremezi","","Food and Drink","Cookbooks","","3.8","10","2022/03/21"
"2361","","Mediterranean Hot: Spicy Recipes from Southern Italy, Greece, Turkey & North Africa","Aglaia Kremezi","1996","Food and Drink","Cookbooks","Food and Drink","3.44","27","2022/03/21"
"2362","","The Foods of Greece","Aglaia Kremezi","1993","Food and Drink","Cookbooks","Food and Drink","4.5","14","2022/03/21"
"2363","","The Cestus of Aglaia, the Queen of the Air","John Ruskin","1870","","","","5.0","1","2022/03/21"
"2364","","Aglaia Konrad: Elasticity","Daniel Kurjakovic","","","","","3.0","3","2022/03/21"
"2365","","Taxonomic Monograph  of the Genus Aglaia (Meliaceae)","C.M. Pannell","1992","","","","3.5","2","2022/03/21"
"2366","","Taxonomic Monograph  of the Genus Aglaia (Meliaceae)","C.M. Pannell","1992","","","","3.5","2","2022/03/21"
"2367","","Brave Companions: Portraits in History","David McCullough","1991","History","Nonfiction","Biography","3.98","5200","2022/03/21"
"2368","","Mornings on Horseback: The Story of an Extraordinary Family, a Vanished Way of Life, and the Unique Child Who Became Theodore Roosevelt","David McCullough","1981","Biography","History","Nonfiction","4.06","30932","2022/03/21"
"2369","","The Great Bridge: The Epic Story of the Building of the Brooklyn Bridge","David McCullough","1972","History","Nonfiction","North American Hi...","4.23","14468","2022/03/21"
"2370","","John Adams","David McCullough","","History","Biography","Nonfiction","4.05","342017","2022/03/21"
"2371","","The Johnstown Flood","David McCullough","1968","History","Nonfiction","North American Hi...","4.12","20146","2022/03/21"
"2372","","The Path Between the Seas: The Creation of the Panama Canal, 1870-1914","David McCullough","1977","History","Nonfiction","North American Hi...","4.2","18090","2022/03/21"
"2373","Lincoln Rhyme","The Bone Collector","Jeffery Deaver","1997","Mystery","Thriller","Fiction","4.19","171014","2022/03/21"
"2374","Lincoln Rhyme","The Bone Collector","Jeffery Deaver","1997","Mystery","Thriller","Fiction","4.19","171014","2022/03/21"
"2375","","The Bone Collector's Son","Paul Yee","2003","Young Adult","Fiction","Historical","3.3","157","2022/03/21"
"2376","","The Official Crazy Bones Collector's Guide","Izzy Bonkers","","","","","3.67","3","2022/03/21"
"2377","","The Bone Collectors","Brian Callison","","","","","4.06","34","2022/03/21"
"2378","Lincoln Rhyme","El Coleccionista De Huesos","Jeffery Deaver","1997","Mystery","Thriller","Fiction","4.19","171014","2022/03/21"
"2379","","Songs of Mririda, courtesan of the high Atlas (Unicorn keepsake series ; v. 6)","Mririda N'Aït Attik","1974","","","","5.0","3","2022/03/21"
"2380","","The Folk Dance & Costume Atlas Of Poland: History, Geography, Music, Weddings, Dances, Songs, Costumes","Henryk Matyka","","","","","0.0","0","2022/03/21"
"2381","","Music at the Aragonese Court of Naples","Allan W. Atlas","","","","","2.5","2","2022/03/21"
"2382","","Stuffed Owl","D.B. Wyndham-Lewis","1930","Poetry","Anthologies","Humor","3.83","81","2022/03/21"
"2383","","Ruffle, Coo, and Hoo Doo","Randy Houk","","","","","4.33","3","2022/03/21"
"2384","Carson Street Detective Agency","Three Stuffed Owls","Keith Robertson","1954","","","","3.58","12","2022/03/21"
"2385","","Cliffs Notes on Melville's Moby Dick","Stanley P. Baldwin","1999","Nonfiction","","","4.0","30","2022/03/21"
"2386","","Moby Dick","Herman Melville","1851","Classics","Fiction","Literature","3.52","510836","2022/03/21"
"2387","","Moby-Dick","Herman Melville","1851","Classics","Fiction","Literature","3.52","510836","2022/03/21"
"2388","","Moby-Dick","Jan Needle","","Classics","Fiction","Adventure","3.66","199","2022/03/21"
"2389","","Moby Dick","Herman Melville","1851","Classics","Fiction","Literature","3.52","510836","2022/03/21"
"2390","","Moby-Dick","Herman Melville","1851","Classics","Fiction","Literature","3.52","510836","2022/03/21"
"2391","","Moby Dick (Great Illustrated Classics)","Shirley Bogart","1979","Classics","Fiction","Adventure","3.82","3123","2022/03/21"
"2392","","Moby-Dick","Herman Melville","1851","Classics","Fiction","Literature","3.52","510836","2022/03/21"
"2393","","Moby-Dick: A Picture Voyage (An Abridged and Illustrated Edition of the Original Classic)","Herman Melville","","Classics","Fiction","","3.75","159","2022/03/21"
"2394","","Moby Dick (Spark Notes Literature Guide)","Jia-Rui Chong","","","","","3.2","5","2022/03/21"
"2395","","In Search of Moby Dick: Quest for the White Whale","Tim Severin","","Nonfiction","Travel","History","3.62","159","2022/03/21"
"2396","","Moby Dick: The Young Collectors Illustrated Classics/Ages 8-12","Kidsbooks","","","","","3.55","33","2022/03/21"
"2397","","Moby Dick (Troll Illustrated Classics)","Bernice Selden","1988","Classics","","","3.57","60","2022/03/21"
"2398","","Moby Dick: Library Edition","Herman Melville","1851","Classics","Fiction","Literature","3.52","510836","2022/03/21"
"2399","","Symbolism in Herman Melville's Moby Dick: From the Satanic to the Devine","Leonard A. Slade Jr.","","","","","5.0","1","2022/03/21"
"2400","","Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook","Michael J. Davey","","Criticism","Literary Criticism","","3.61","51","2022/03/21"
"2401","Barron's Graphic Classics","Moby Dick","Sophie Furse","","Sequential Art","Graphic Novels","Classics","3.62","55","2022/03/21"
"2402","","Green Shadows, White Whale: A Novel of Ray Bradbury's Adventures Making Moby Dick with John Huston in Ireland","Ray Bradbury","1992","Fiction","Science Fiction","Cultural","3.81","1143","2022/03/21"
"2403","","Moby Dick (Complete And Unabridged)","Herman Melville","1851","Classics","Fiction","Literature","3.52","510836","2022/03/21"
"2404","","Moby Dick: or The White Whale (Oxford Illustrated Classics)","Geraldine McCaughrean","","Classics","Fiction","","3.79","76","2022/03/21"
"2405","","My Moby Dick","William Humphrey","1978","Autobiography","Memoir","","4.0","33","2022/03/21"
"2406","","Herman Melville:  Moby Dick, Billy Budd and Other Writings","Herman Melville","1924","Classics","Fiction","Literature","4.11","418","2022/03/21"
"2407","Studies in Jungian Psychology by Jungian Analysts","Melville's Moby Dick: An American Nekyia","Edward F. Edinger","1976","Psychology","Nonfiction","Criticism","4.06","33","2022/03/21"
"2408","","Literature, Disaster, and the Enigma of Power: A Reading of 'Moby-Dick'","Eyal Peretz","","","","","3.68","22","2022/03/21"
"2409","","Moby Dick: Or, the White Whale (Oxford Illustrated Classics Series)","Geraldine McCaughrean","","Classics","Fiction","","3.79","76","2022/03/21"
"2410","","Moby Dick","Herman Melville","1851","Classics","Fiction","Literature","3.52","510836","2022/03/21"
"2411","","Melville and the politics of identity: From *King Lear* to *Moby-Dick*","Julian Markels","1993","","","","3.33","3","2022/03/21"
"2412","","Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art","Elizabeth A. Schultz","1995","","","","4.2","20","2022/03/21"
"2413","","Moby Dick","Herman Melville","1851","Classics","Fiction","Literature","3.52","510836","2022/03/21"
"2414","","Moby Dick","Herman Melville","1851","Classics","Fiction","Literature","3.52","510836","2022/03/21"
"2415","","","","","","","","","","2022/03/21"
"2416","","Moby Dick","Herman Melville","1851","Classics","Fiction","Literature","3.52","510836","2022/03/21"
"2417","","Moby Dick: Ahab's Revenge","William Behr Mueller","2002","","","","0.0","0","2022/03/21"
"2418","","In the Heart of the Sea: The Epic True Story That Inspired Moby-Dick","Nathaniel Philbrick","2000","History","Nonfiction","Adventure","4.13","97755","2022/03/21"
"2419","","Moby Dick","Will Eisner","1998","Sequential Art","Graphic Novels","Sequential Art","3.33","222","2022/03/21"
"2420","","Floodgates of the Wonderworld: A Moby-Dick Pictorial : Celebrating the 150th Anniversary of the Publication of Melville's Masterwork","Robert Del Tredici","","","","","4.6","5","2022/03/21"
"2421","","The Whaleship Essex: The True Story of Moby Dick","Jil Fine","2003","","","","4.0","7","2022/03/21"
"2422","","The Three-Martini Playdate: A Practical Guide to Happy Parenting","Christie Mellor","","Parenting","Humor","Nonfiction","3.73","950","2022/03/21"
"2423","Paul Madriani","Double Tap","Steve Martini","2005","Fiction","Mystery","Thriller","3.92","3552","2022/03/21"
"2424","","Fundamentals of Anatomy & Physiology","Frederic H. Martini","1988","Science","Textbooks","Reference","4.02","433","2022/03/21"
"2425","Paul Madriani","Compelling Evidence","Steve Martini","1992","Fiction","Mystery","Thriller","3.98","6331","2022/03/21"
"2426","","Critical Mass","Steve Martini","1998","Fiction","Mystery","Thriller","3.87","2681","2022/03/21"
"2427","Paul Madriani","Undue Influence","Steve Martini","1994","Fiction","Mystery","Thriller","4.03","4190","2022/03/21"
"2428","","Little Black Book of Martinis","Nannette Stone","","","","","4.13","24","2022/03/21"
"2429","","The Best 50 Martinis","Jennifer L. Newens","","","","","3.0","4","2022/03/21"
"2430","","The List","Steve Martini","1997","Fiction","Mystery","Thriller","3.96","13120","2022/03/21"
"2431","Paul Madriani","The Judge","Steve Martini","1996","Fiction","Mystery","Thriller","4.06","5671","2022/03/21"
"2432","","Martini, Straight Up: The Classic American Cocktail","Lowell Edmunds","1998","Alcohol","Booze","Alcohol","3.4","20","2022/03/21"
"2433","","Theatrical Space and Historical Place in Sophocles' Oedipus at Colonus","Lowell Edmunds","","","","","4.0","1","2022/03/21"
"2434","","The Silver Bullet: The Martini In American Civilization","Lowell Edmunds","","","","","4.25","4","2022/03/21"
"2435","","Intertextuality and the Reading of Roman Poetry","Lowell Edmunds","2000","","","","3.86","7","2022/03/21"
"2436","","Classics: A Discipline and Profession in Crisis?","Phyllis Smith","","","","","2.0","1","2022/03/21"
"2437","","Cleon, Knights, and Aristophanes' Politics","Lowell Edmunds","1987","","","","4.0","1","2022/03/21"
"2438","","From a Sabine Jar: Reading Horace, Odes 1.9","Lowell Edmunds","1992","","","","3.8","5","2022/03/21"
"2439","","","","","","","","","","2022/03/21"
"2440","","Old Calabria","Norman Douglas","1914","Travel","Cultural","Italy","3.68","81","2022/03/21"
"2441","","Old Calabria","Norman Douglas","1914","Travel","Cultural","Italy","3.68","81","2022/03/21"
"2442","Discworld","Witches Abroad","Terry Pratchett","1991","Fantasy","Fiction","Humor","4.22","80599","2022/03/21"
"2443","","The Innocents Abroad","Mark Twain","1869","Travel","Classics","Nonfiction","3.83","13206","2022/03/21"
"2444","","The Innocents Abroad","Mark Twain","1869","Travel","Classics","Nonfiction","3.83","13206","2022/03/21"
"2445","","Teaching English Abroad","Susan Griffith","1991","Travel","Nonfiction","Reference","3.6","88","2022/03/21"
"2446","","Aiding Democracy Abroad: The Learning Curve","Thomas Carothers","1999","","","","3.71","17","2022/03/21"
"2447","","The Future of Freedom: Illiberal Democracy at Home and Abroad","Fareed Zakaria","2003","Politics","Nonfiction","History","4.02","3189","2022/03/21"
"2448","","Living Abroad in Costa Rica","Erin Van Rheenen","2004","Travel","Nonfiction","","3.71","84","2022/03/21"
"2449","","Study Away: The Unauthorized Guide to College Abroad","Mariah Balaban","","","","","2.75","8","2022/03/21"
"2450","","Greek Bucolic Poets: Theocritus. Bion. Moschus","Theocritus","-300","Poetry","Classics","","3.94","48","2022/03/21"
"2451","","","","","","","","","","2022/03/21"
"2452","","Theocritus: Select Poems: Select Poems","Theocritus","1971","Classics","Poetry","","3.0","4","2022/03/21"
"2453","","Theocritus and the Archaeology of Greek Poetry","Richard L. Hunter","1996","","","","5.0","3","2022/03/21"
