"","tt0002501","A Spanish Dilemma","1912","Movie","Comedy, Short","United States","Mack Sennett","4.3","39","2022/03/24"
"","tt0002502","The Spanish Revolt of 1836","1912","Movie","Short, Drama","United States","George Melford","N/A","N/A","2022/03/24"
"","tt0002503","The Spirit Awakened","1912","Movie","Drama, Short","USA","D.W. Griffith","N/A","N/A","2022/03/24"
"","tt0002504","The Star of Bethlehem","1912","Movie","Drama, Short","United States","Lawrence Marston","4.9","53","2022/03/24"
"","tt0002505","Stenographers Wanted","1912","Movie","Comedy, Short","United States","N/A","5.0","20","2022/03/24"
"","tt0002506","Stolen Glory","1912","Movie","Comedy, Short","United States","Mack Sennett","5.5","29","2022/03/24"
"","tt0002507","The Stolen Nickel","1912","Movie","Comedy, Drama, Short","USA","Bannister Merwin","N/A","N/A","2022/03/24"
"","tt0002508","The Stranger at Coyote","1912","Movie","Short, Drama, Western","USA","Allan Dwan","N/A","N/A","2022/03/24"
"","tt0002509","The Street Singer","1912","Movie","Drama, Short","USA","Edmund Lawrence","N/A","N/A","2022/03/24"
"","tt0002510","A String of Pearls","1912","Movie","Drama, Short","United States","D.W. Griffith","N/A","N/A","2022/03/24"
"","tt0002511","Los sueños de Palomeque","1912","Movie","Short","Spain","Francisco Oliver","N/A","N/A","2022/03/24"
"","tt0002512","The Sunbeam","1912","Movie","Drama, Short, Romance","United States","D.W. Griffith","6.3","371","2022/03/24"
"","tt0002513","The Sunset Gun","1912","Movie","Drama, Short, Western","USA","Bannister Merwin","N/A","N/A","2022/03/24"
"","tt0002514","De svarta maskerna","1912","Movie","Drama","Sweden","Mauritz Stiller","4.2","18","2022/03/24"
"","tt0002515","Dr. Goudron's System","1913","Movie","Horror, Short","France","Maurice Tourneur","4.9","17","2022/03/24"
"","tt0002516","A Tale of the Wilderness","1912","Movie","Drama, Western, Short","United States","D.W. Griffith","N/A","N/A","2022/03/24"
"","tt0002517","Talma","1912","Movie","N/A","Netherlands","Theo Frenkel","N/A","N/A","2022/03/24"
"","tt0002518","A Tangled Marriage","1912","Movie","Short, Comedy","USA","Phillips Smalley","N/A","N/A","2022/03/24"
"","tt0002519","The Telephone Girl","1912","Movie","Short, Comedy, Romance","United States","N/A","N/A","N/A","2022/03/24"
"","tt0002520","A Temperamental Husband","1912","Movie","Comedy, Short","United States","Mack Sennett","N/A","N/A","2022/03/24"
"","tt0002521","A Temporary Truce","1912","Movie","Action, Short, Western","United States","D.W. Griffith","5.1","35","2022/03/24"
"","tt0002522","The Third Thanksgiving","1912","Movie","Drama, Short","United States","Harold M. Shaw","N/A","N/A","2022/03/24"
"","tt0002523","Thirty Days at Hard Labor","1912","Movie","Short, Comedy","United States","Oscar Apfel","5.7","96","2022/03/24"
"","tt0002524","The Tide of Battle","1912","Movie","Short, Drama","United States","Kenean Buel","N/A","N/A","2022/03/24"
"","tt0002525","The Tide of Death","1912","Movie","N/A","Australia","Raymond Longford","N/A","N/A","2022/03/24"
"","tt0002526","The Tide of Fortune","1912","Movie","Short, Family","United Kingdom","Theo Frenkel","N/A","N/A","2022/03/24"
"","tt0002527","To Save Her Brother","1912","Movie","Short, Drama","United States","N/A","N/A","N/A","2022/03/24"
"","tt0002528","Tomboy Bessie","1912","Movie","Comedy, Short","United States","Mack Sennett","5.1","57","2022/03/24"
"","tt0002529","The Tomboy on Bar Z","1912","Movie","Short, Western","United States","Gilbert M. 'Broncho Billy' Anderson","4.4","14","2022/03/24"
"","tt0002530","The Torn Letter","1912","Movie","Short, Drama","United States","Tom Ricketts","N/A","N/A","2022/03/24"
"","tt0002531","Song of Death","1912","Movie","Short, Drama","Germany","Urban Gad","6.2","11","2022/03/24"
"","tt0002532","The Totville Eye","1912","Movie","Short, Comedy","United States","C.J. Williams","5.9","85","2022/03/24"
"","tt0002533","The Tourists","1912","Movie","Comedy, Short","United States","Mack Sennett","5.1","72","2022/03/24"
