"","tt0007401","The Strange Case of Mary Page","1916","Movie","N/A","United States","J. Charles Haydon","N/A","N/A","2022/04/06"
"","tt0007402","A Stranger from Somewhere","1916","Movie","Comedy","United States","William Worthington","N/A","N/A","2022/04/06"
"","tt0007403","Streichhölzer, kauft Streichhölzer!","1916","Movie","N/A","N/A","Alwin Neuß","N/A","N/A","2022/04/06"
"","tt0007404","The Strength of the Weak","1916","Movie","Drama","United States","Lucius Henderson","N/A","N/A","2022/04/06"
"","tt0007405","The Stronger Love","1916","Movie","Drama","United States","Frank Lloyd","N/A","N/A","2022/04/06"
"","tt0007406","Sudden Riches","1916","Movie","Drama","N/A","Emile Chautard","N/A","N/A","2022/04/06"
"","tt0007407","Szulamit","1916","Movie","N/A","Hungary","Eugen Illés","5.8","14","2022/04/06"
"","tt0007408","The Summer Girl","1916","Movie","Comedy, Drama","N/A","Edwin August","N/A","N/A","2022/04/06"
"","tt0007409","Sunshine","1916","Movie","Short, Comedy","United States","Edward F. Cline","N/A","N/A","2022/04/06"
"","tt0007410","Sunshine Dad","1916","Movie","Comedy","United States","Edward Dillon","5.0","24","2022/04/06"
"","tt0007411","The Supreme Sacrifice","1916","Movie","Drama","United States","Lionel Belmore, Harley Knoles","N/A","N/A","2022/04/06"
"","tt0007412","The Supreme Temptation","1916","Movie","Drama","USA","Harry Davenport","N/A","N/A","2022/04/06"
"","tt0007413","The Surf Girl","1916","Movie","Short, Comedy","United States","Harry Edwards","5.7","93","2022/04/06"
"","tt0007414","Susan Rocks the Boat","1916","Movie","Drama","USA","Paul Powell","N/A","N/A","2022/04/06"
"","tt0007415","Susie Snowflake","1916","Movie","Comedy, Drama","USA","James Kirkwood","N/A","N/A","2022/04/06"
"","tt0007416","Susie, the Sleuth","1916","Movie","Short, Comedy","USA","George D. Baker","N/A","N/A","2022/04/06"
"","tt0007417","The Suspect","1916","Movie","Drama, Romance","United States","S. Rankin Drew","5.8","6","2022/04/06"
"","tt0007418","Suzanne","1916","Movie","Drama, Romance","France","René Hervil, Louis Mercanton","N/A","9","2022/04/06"
"","tt0007419","Svartsjukans följder","1916","Movie","N/A","Sweden","Edmond Hansen","N/A","N/A","2022/04/06"
"","tt0007420","Svärmor på vift","1916","Movie","Short","Sweden","Georg af Klercker","N/A","N/A","2022/04/06"
"","tt0007421","Sweet Kitty Bellairs","1916","Movie","Comedy, Romance","USA","James Young","N/A","N/A","2022/04/06"
"","tt0007422","Das Tagebuch des Dr. Hart","1918","Movie","Drama, Romance","Germany","Paul Leni","5.8","32","2022/04/06"
"","tt0007423","Taking a Chance","1916","Movie","Short, Western","United States","Tom Mix","N/A","N/A","2022/04/06"
"","tt0007424","Taking a Rest","1916","Movie","Comedy, Short","United States","Sidney Drew","N/A","N/A","2022/04/06"
"","tt0007425","The Taming of Grouchy Bill","1916","Movie","Comedy, Short, Western","United States","Tom Mix","N/A","N/A","2022/04/06"
"","tt0007426","Tangled Fates","1916","Movie","Drama, Romance","N/A","Travers Vale","N/A","N/A","2022/04/06"
"","tt0007427","Tangled Hearts","1916","Movie","Drama","United States","Joseph De Grasse","N/A","N/A","2022/04/06"
"","tt0007428","Tante Röschen will heiraten","1916","Movie","N/A","N/A","Albert Bernstein-Saversky","N/A","N/A","2022/04/06"
"","tt0007429","The Tarantula","1916","Movie","Drama","USA","George D. Baker","N/A","N/A","2022/04/06"
"","tt0007430","The Target","1916","Movie","Western","United States","Norval MacGregor","4.4","5","2022/04/06"
"","tt0007431","Tauromanías o La vocación de Rafael Arcos","1916","Movie","Comedy","Spain","Francisco Elías","N/A","N/A","2022/04/06"
"","tt0007432","Tauromaquias","1916","Movie","N/A","Spain","Francisco Elías","N/A","N/A","2022/04/06"
"","tt0007433","Teddy at the Throttle","1917","Movie","Comedy, Short","United States","Clarence G. Badger","6.7","511","2022/04/06"
"","tt0007434","Temptation and the Man","1916","Movie","Crime, Drama","United States","Robert F. Hill","N/A","N/A","2022/04/06"
"","tt0007435","Tennessee's Pardner","1916","Movie","Western","United States","George Melford","N/A","N/A","2022/04/06"
"","tt0007436","Tenorios modernos en Barcelona","1916","Movie","N/A","N/A","Juan Solá Mestres","N/A","N/A","2022/04/06"
"","tt0007437","A Terrible Tragedy","1916","Movie","Comedy, Short","United States","Jerold T. Hevener","N/A","N/A","2022/04/06"
"","tt0007438","The Test","1916","Movie","Drama","United States","George Fitzmaurice","N/A","N/A","2022/04/06"
"","tt0007439","Thais","1917","Movie","Short","Italy","Anton Giulio Bragaglia","5.5","181","2022/04/06"
"","tt0007440","That Gal of Burke's","1916","Movie","Short, Drama","USA","Frank Borzage","N/A","N/A","2022/04/06"
