"","tt0003801","The Coward and the Man","1914","Movie","Short, Drama","United States","Ashley Miller","N/A","N/A","2022/03/28"
"","tt0003802","The Criminal Code","1914","Movie","Drama","United States","William Desmond Taylor","N/A","N/A","2022/03/28"
"","tt0003803","Crossed Wires","1915","Movie","Short, Drama, Mystery","United States","Frederick Sullivan","6.6","41","2022/03/28"
"","tt0003804","The Crucible","1914","Movie","Drama, Romance","United States","Hugh Ford, Edwin S. Porter","5.4","17","2022/03/28"
"","tt0003805","Cruel, Cruel Love","1914","Movie","Short, Comedy","United States","George Nichols, Mack Sennett","5.5","1284","2022/03/28"
"","tt0003806","Crushed","1914","Movie","N/A","Austria","N/A","N/A","N/A","2022/03/28"
"","tt0003807","El cuervo del campamento","1914","Movie","N/A","Spain","Fructuós Gelabert, José de Togores","N/A","N/A","2022/03/28"
"","tt0003808","La cueva vengadora","1914","Movie","Drama","Spain","José Gaspar","N/A","N/A","2022/03/28"
"","tt0003809","The Cup Final Mystery","1914","Movie","Short, Crime, Sport","UK","Maurice Elvey","N/A","N/A","2022/03/28"
"","tt0003810","Cupid Incognito","1914","Movie","Short, Drama, Romance","United States","Wallace Reid","N/A","N/A","2022/03/28"
"","tt0003811","Cupid Versus Money","1914","Movie","Short, Comedy","United States","Van Dyke Brooke","N/A","N/A","2022/03/28"
"","tt0003812","Cursed by His Beauty","1914","Movie","Comedy, Short","USA","N/A","6.8","5","2022/03/28"
"","tt0003813","'Curses!' They Remarked","1914","Movie","Short, Comedy","United States","N/A","4.9","85","2022/03/28"
"","tt0003814","The Cynic","1914","Movie","Short, Drama","USA","Ralph Delmore","N/A","N/A","2022/03/28"
"","tt0003815","Damaged Goods","1914","Movie","Drama","USA","Tom Ricketts","N/A","N/A","2022/03/28"
"","tt0003816","Damon and Pythias","1914","Movie","Drama","United States","Otis Turner","5.8","33","2022/03/28"
"","tt0003817","Dan","1914","Movie","Drama, War","USA","George Irving, Jack Pratt","N/A","N/A","2022/03/28"
"","tt0003818","The Dance of Death","1914","Movie","Drama, Short","USA","Robert G. Vignola","N/A","N/A","2022/03/28"
"","tt0003819","Tanets s vampirom","1914","Movie","N/A","Russia","Yakov Protazanov","7.6","20","2022/03/28"
"","tt0003820","The Dancer and the King","1914","Movie","Drama","USA","Étienne Arnaud","N/A","N/A","2022/03/28"
"","tt0003821","The Dancing Craze","1914","Movie","Short, Comedy","USA","Phillips Smalley","N/A","N/A","2022/03/28"
"","tt0003822","La danza fatal","1915","Movie","N/A","Spain","José de Togores","N/A","N/A","2022/03/28"
"","tt0003823","A Dark Lover's Play","1914","Movie","Short, Comedy","USA","N/A","7.1","34","2022/03/28"
"","tt0003824","A Daughter of Israel","1915","Movie","Short, Drama","USA","Van Dyke Brooke","N/A","N/A","2022/03/28"
"","tt0003825","The Daughters of Men","1914","Movie","Drama","United States","George Terwilliger","N/A","N/A","2022/03/28"
"","tt0003826","#DUPE#","1914","Movie","N/A","N/A","N/A","N/A","N/A","2022/03/28"
